person_id,prolific_id,phase,relevant,timestamp,interesting,know_better,like_chosen,diversity_high,differed_topics,fit_preferences,looking_forward,fitted_preferences,similar_to_each_other,sport,politikk,media_usage,news_source,media_access,mat_og_drikke,klima_og_miljo,livsstil_og_helse,helse_og_forskning,samfunn_og_arbeidsliv,okonomi_og_naeringsliv,teknologi_og_vitenskap,kriminalitet_og_rettssaker,underholdning_og_kjendiser,utenriks_og_globale_konflikter,num_clicks,percent_familiar,age,country,education,gender
9,6842e2072db03fbcbddc7423,1,5,2025-06-19T15:54:56.871368+00:00,5,5,5,5,4,5,5,4,3,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,9,,b35_45,US,MSc,Female
9,6842e2072db03fbcbddc7423,2,5,2025-06-21T18:25:37.723561+00:00,5,5,5,5,2,5,5,5,2,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,12,50.0,b35_45,US,MSc,Female
10,68114b50b766b8f5b3b6cc8e,1,4,2025-06-19T15:57:43.947798+00:00,3,3,4,3,3,4,3,4,3,1,1,daily,social,"internet,smartphone,streaming",-1,-1,1,1,-1,1,1,1,-1,-1,5,,b45_55,US,High_school,Male
10,68114b50b766b8f5b3b6cc8e,2,4,2025-06-21T18:52:05.108533+00:00,4,3,5,4,4,5,5,4,3,1,1,daily,social,"internet,smartphone,streaming",-1,-1,1,1,-1,-1,1,1,-1,-1,1,0.0,b45_55,US,High_school,Male
11,682bc064d17960a47c554850,1,5,2025-06-19T16:11:06.070481+00:00,5,4,4,5,4,4,5,5,4,-1,-1,weekly,social,"internet,smartphone,tablet",1,-1,1,-1,-1,1,-1,1,-1,1,7,,b25_35,US,BA,Female
11,682bc064d17960a47c554850,2,5,2025-06-21T18:25:33.556800+00:00,4,3,4,4,3,5,4,5,4,1,1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,-1,-1,-1,2,50.0,b25_35,US,BA,Female
12,57b248d52075e2000113ba3d,1,2,2025-06-19T16:16:17.202533+00:00,3,4,4,4,5,4,2,4,2,-1,1,weekly,papers,"internet,smartphone,streaming",1,-1,1,1,1,-1,1,-1,-1,1,5,,b25_35,GB,MSc,Male
12,57b248d52075e2000113ba3d,2,4,2025-06-22T10:14:05.941099+00:00,4,4,4,4,4,4,3,4,2,-1,1,weekly,papers,"internet,smartphone,streaming",1,-1,1,1,-1,-1,1,-1,-1,1,4,0.0,b25_35,GB,MSc,Male
14,67103aecd3a626ec9024ed2a,1,4,2025-06-19T16:26:27.404179+00:00,4,3,4,4,4,4,5,4,2,-1,1,daily,tv,"internet,smartphone,tablet,streaming",1,-1,-1,1,-1,1,1,-1,-1,1,5,,b45_55,GB,High_school,Male
14,67103aecd3a626ec9024ed2a,2,4,2025-06-21T21:08:30.114132+00:00,4,4,4,2,2,4,4,4,5,-1,1,daily,tv,"internet,smartphone,tablet,streaming",1,-1,-1,-1,-1,1,1,-1,-1,1,1,0.0,b45_55,GB,High_school,Male
15,67851f4cba98f2087f182764,1,5,2025-06-19T16:27:49.709173+00:00,5,4,5,4,5,5,5,5,2,-1,1,daily,social,"internet,smartphone",1,1,1,1,1,-1,1,-1,1,-1,5,,b25_35,GB,MSc,Male
15,67851f4cba98f2087f182764,2,5,2025-06-21T18:12:15.915073+00:00,5,3,5,3,5,5,5,5,1,-1,-1,daily,social,"internet,smartphone,tablet",1,1,1,1,1,-1,-1,1,1,1,3,33.3,b25_35,GB,MSc,Male
16,67607e34fb2abbf20ec24851,1,4,2025-06-19T16:19:13.707088+00:00,4,3,4,4,4,4,4,4,3,1,-1,rarely,social,"internet,smartphone,tablet,streaming",1,1,1,-1,-1,1,1,-1,-1,-1,5,,b35_45,GB,BA,Male
16,67607e34fb2abbf20ec24851,2,2,2025-06-21T18:50:06.266663+00:00,3,4,3,3,3,2,3,2,3,1,-1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,-1,-1,-1,1,0.0,b35_45,GB,BA,Male
18,67f1081b7779f9393f8b9059,1,5,2025-06-19T16:22:10.484277+00:00,5,5,5,3,2,5,5,5,5,1,1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,1,1,1,14,,b35_45,US,MSc,Female
18,67f1081b7779f9393f8b9059,2,5,2025-06-22T14:32:13.055498+00:00,5,3,5,5,5,5,5,5,5,1,1,daily,social,"internet,smartphone,tablet,streaming",-1,1,1,1,1,1,1,-1,1,1,13,15.4,b35_45,US,MSc,Female
19,6779432466bae4912f58dd58,1,3,2025-06-19T16:43:34.935345+00:00,4,2,4,4,4,3,4,3,2,-1,-1,daily,social,smartphone,1,1,1,-1,1,1,1,1,1,-1,5,,b25_35,GB,MSc,Female
19,6779432466bae4912f58dd58,2,3,2025-06-21T18:45:59.709580+00:00,4,2,4,4,4,3,4,4,4,-1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,-1,1,1,1,0.0,b25_35,GB,MSc,Female
20,67e23f61d6642c6710f62686,1,4,2025-06-19T16:25:24.503645+00:00,4,4,4,4,4,3,4,4,4,1,1,daily,social,"smartphone,tablet",1,1,1,1,1,1,1,-1,1,-1,6,,b35_45,US,Doctorate,Male
20,67e23f61d6642c6710f62686,2,3,2025-06-21T19:03:54.745131+00:00,3,3,2,3,4,2,3,4,3,-1,1,monthly,radio,smartphone,-1,-1,1,1,1,1,1,-1,1,1,5,80.0,b35_45,US,Doctorate,Male
21,6651118444f987017d94bd63,1,3,2025-06-19T16:24:34.445273+00:00,4,3,4,5,5,4,4,3,2,1,-1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,5,,b25_35,US,BA,Male
21,6651118444f987017d94bd63,2,3,2025-06-21T21:39:10.711757+00:00,4,2,5,5,5,5,5,4,2,1,-1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,5,20.0,b25_35,US,BA,Male
22,671e39c25e5e3f340a6f21d4,1,5,2025-06-19T16:30:10.864034+00:00,4,2,5,4,5,4,5,5,1,1,1,daily,social,"internet,smartphone,streaming",-1,1,1,1,-1,1,1,1,1,1,6,,b25_35,GB,BA,Male
22,671e39c25e5e3f340a6f21d4,2,4,2025-06-21T18:24:58.910579+00:00,4,2,5,4,4,5,5,5,1,1,1,daily,social,"internet,smartphone,streaming",-1,1,1,1,-1,1,1,1,1,1,1,0.0,b25_35,GB,BA,Male
23,6847da1a04ead7bb5db34688,1,5,2025-06-19T16:34:31.568043+00:00,4,4,5,5,4,4,5,5,1,1,1,daily,social,"internet,smartphone,streaming",1,1,1,-1,-1,1,1,1,1,1,7,,over_55,US,BA,Male
23,6847da1a04ead7bb5db34688,2,5,2025-06-21T19:02:43.251653+00:00,5,5,5,4,3,5,5,5,3,1,1,daily,social,"internet,smartphone,streaming",1,-1,1,1,1,1,-1,1,1,1,16,12.5,over_55,US,BA,Male
24,656a719e8caf4969dfb28319,1,4,2025-06-19T16:39:48.410679+00:00,4,1,2,2,3,2,2,4,2,1,-1,daily,social,"internet,smartphone",-1,-1,1,1,-1,1,1,-1,-1,-1,5,,b25_35,CA,BA,Male
24,656a719e8caf4969dfb28319,2,5,2025-06-21T18:47:38.014481+00:00,5,5,5,2,3,5,5,5,1,1,-1,weekly,social,"internet,smartphone,streaming",-1,1,1,1,-1,1,1,-1,1,-1,4,0.0,b25_35,CA,BA,Male
26,67842e9bbd5762dbfc70c628,1,5,2025-06-19T16:30:21.970816+00:00,5,5,5,5,5,5,5,5,5,-1,1,daily,tv,internet,1,1,1,1,1,1,-1,1,1,1,5,,b18_24,GB,BA,Male
26,67842e9bbd5762dbfc70c628,2,5,2025-06-21T21:08:03.307930+00:00,5,5,5,5,1,5,5,5,2,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,5,0.0,b18_24,GB,BA,Male
30,666b41c237449e08d8cbdd0e,1,2,2025-06-19T16:36:27.116646+00:00,2,2,3,4,4,4,3,3,2,1,1,weekly,social,"internet,smartphone",1,-1,-1,1,1,-1,1,-1,1,-1,5,,b18_24,CA,High_school,Male
30,666b41c237449e08d8cbdd0e,2,2,2025-06-21T20:24:13.560627+00:00,2,4,3,2,2,4,4,2,4,-1,-1,monthly,social,"internet,smartphone",1,-1,1,1,1,-1,1,-1,1,-1,2,50.0,b18_24,CA,High_school,Male
31,5f7f239e9b204e05b6c36538,1,5,2025-06-19T16:38:35.466907+00:00,5,3,4,4,5,4,5,5,2,1,1,daily,social,"internet,smartphone,tablet,streaming",-1,1,-1,1,1,1,1,1,1,1,5,,b25_35,ZA,BA,Female
31,5f7f239e9b204e05b6c36538,2,5,2025-06-21T20:21:41.093892+00:00,5,3,5,5,5,5,5,5,2,1,1,daily,social,internet,-1,1,-1,-1,-1,1,-1,1,1,1,1,0.0,b25_35,ZA,BA,Female
32,67839886a09ff9fef57d6ba9,1,5,2025-06-19T16:42:54.456239+00:00,5,3,5,4,4,5,4,5,2,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,-1,1,1,5,,b35_45,GB,BA,Male
32,67839886a09ff9fef57d6ba9,2,3,2025-06-21T18:26:12.473451+00:00,2,3,5,3,4,4,4,3,4,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,-1,1,1,8,37.5,b35_45,GB,BA,Male
35,681915fceeb6c70e6fb0f668,1,4,2025-06-19T16:43:24.660969+00:00,4,3,4,3,3,4,4,4,3,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,6,,b25_35,US,BA,Female
35,681915fceeb6c70e6fb0f668,2,4,2025-06-21T18:29:06.052826+00:00,4,3,5,4,4,4,4,4,2,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,3,66.7,b25_35,US,BA,Female
37,6278053805652c04421baf32,1,5,2025-06-19T16:41:48.907735+00:00,5,2,5,5,5,4,5,5,1,-1,1,daily,social,"internet,tablet",1,1,-1,1,-1,1,1,1,-1,1,6,,b25_35,US,High_school,refuse_to_disc
37,6278053805652c04421baf32,2,2,2025-06-22T19:04:03.870399+00:00,3,3,5,2,2,5,5,2,5,-1,1,daily,social,"internet,smartphone,tablet",1,1,-1,1,-1,-1,1,1,-1,1,5,60.0,b25_35,US,High_school,refuse_to_disc
38,67a507f52decb8dbaacc29e3,1,5,2025-06-19T16:46:51.269687+00:00,5,5,5,5,5,5,5,5,1,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,6,,b25_35,US,BA,Male
38,67a507f52decb8dbaacc29e3,2,5,2025-06-21T18:31:05.987380+00:00,5,5,5,5,5,5,5,5,1,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,2,0.0,b25_35,US,BA,Male
41,67252ccdf91cf97c0989172d,1,4,2025-06-19T16:45:06.499528+00:00,5,3,4,3,3,4,4,4,4,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,9,,b18_24,GB,High_school,Male
41,67252ccdf91cf97c0989172d,2,3,2025-06-21T18:52:23.366221+00:00,3,3,4,3,4,5,4,3,2,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,4,50.0,b18_24,GB,High_school,Male
43,6575c4ea606a4f38b29e4e5d,1,4,2025-06-19T16:48:21.719086+00:00,4,2,5,4,2,4,5,4,1,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,-1,-1,-1,1,1,1,5,,b45_55,GB,High_school,Female
43,6575c4ea606a4f38b29e4e5d,2,4,2025-06-21T20:29:47.915536+00:00,5,2,5,4,4,4,5,4,2,1,1,daily,social,"internet,smartphone,streaming",1,1,1,-1,-1,-1,-1,1,1,-1,5,40.0,b45_55,GB,High_school,Female
44,66469f5d40d395a527be84c8,1,4,2025-06-19T16:50:26.467791+00:00,4,4,3,3,4,3,4,3,4,1,1,weekly,radio,"internet,smartphone,tablet,streaming",-1,1,1,1,1,1,1,-1,-1,1,5,,b35_45,CA,MSc,Male
44,66469f5d40d395a527be84c8,2,5,2025-06-22T05:30:37.707661+00:00,4,3,4,4,5,4,4,4,3,1,1,weekly,radio,"internet,smartphone,tablet,streaming",-1,1,1,1,1,1,1,-1,-1,1,2,0.0,b35_45,CA,MSc,Male
45,66cfab152c56aa0472529001,1,4,2025-06-19T16:50:15.164847+00:00,5,3,5,3,4,4,5,4,2,1,-1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,-1,1,1,1,1,-1,3,,b35_45,GB,BA,Male
45,66cfab152c56aa0472529001,2,3,2025-06-21T18:16:13.036356+00:00,3,1,4,4,4,4,5,3,2,1,-1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,-1,1,-1,1,-1,5,20.0,b35_45,GB,BA,Male
46,682677cdb83a393c318a2c66,1,5,2025-06-19T16:54:33.891136+00:00,5,4,5,5,5,5,5,5,1,-1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,-1,5,,b25_35,US,BA,Male
46,682677cdb83a393c318a2c66,2,5,2025-06-21T19:10:09.091510+00:00,5,5,5,5,5,5,5,5,5,-1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,-1,1,1,1,1,-1,1,100.0,b25_35,US,BA,Male
48,6765d0aaf6525ec5830bbf82,1,5,2025-06-19T16:52:29.857287+00:00,4,5,5,4,5,5,5,4,4,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,5,,b25_35,GB,MSc,Male
48,6765d0aaf6525ec5830bbf82,2,5,2025-06-22T05:47:48.291275+00:00,5,5,5,4,4,4,4,4,5,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,1,0.0,b25_35,GB,MSc,Male
49,672c74f54295206bddb0146a,1,4,2025-06-19T16:56:44.455073+00:00,4,3,4,4,4,4,3,3,2,-1,-1,daily,social,"internet,smartphone",1,-1,-1,1,1,-1,1,1,-1,-1,5,,b25_35,US,BA,Male
49,672c74f54295206bddb0146a,2,2,2025-06-22T02:46:19.270394+00:00,1,1,3,1,1,3,2,1,5,-1,-1,rarely,social,internet,1,-1,-1,1,1,-1,1,1,-1,-1,1,100.0,b25_35,US,BA,Male
50,6838ebe785f866c529c5954b,1,4,2025-06-19T16:51:42.585073+00:00,5,4,4,4,4,5,4,4,4,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,-1,-1,1,1,1,1,5,,b25_35,US,BA,Male
50,6838ebe785f866c529c5954b,2,4,2025-06-23T13:44:09.933877+00:00,4,4,4,5,4,4,3,3,4,1,1,monthly,social,"internet,smartphone,tablet",-1,-1,1,-1,-1,1,1,1,-1,-1,7,57.1,b25_35,US,BA,Male
51,6697cf02d714e7ee3fdedcec,1,2,2025-06-19T16:53:36.849244+00:00,2,4,3,4,4,2,2,2,2,1,-1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,-1,1,-1,1,-1,5,,b35_45,GB,BA,Male
51,6697cf02d714e7ee3fdedcec,2,2,2025-06-24T05:40:19.961068+00:00,1,3,3,3,4,2,3,1,4,1,-1,daily,papers,"internet,smartphone,streaming",1,-1,1,1,1,-1,1,-1,1,1,1,100.0,b35_45,GB,BA,Male
52,667894c6824bb7cc9522dedf,1,5,2025-06-19T16:53:13.098852+00:00,5,4,5,5,5,5,5,5,3,-1,-1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,-1,1,1,1,-1,1,1,6,,b25_35,IN,MSc,Female
52,667894c6824bb7cc9522dedf,2,5,2025-06-21T22:32:42.969062+00:00,5,4,5,4,5,5,5,5,5,-1,-1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,-1,1,1,1,-1,1,1,2,0.0,b25_35,IN,MSc,Female
53,6831f97ee9cf74bb79f808c2,1,4,2025-06-19T16:58:07.382533+00:00,4,4,4,4,4,4,4,4,2,1,1,weekly,tv,smartphone,1,1,1,1,1,1,1,1,-1,-1,5,,b45_55,US,Doctorate,Female
53,6831f97ee9cf74bb79f808c2,2,5,2025-06-22T14:53:48.155837+00:00,5,5,5,5,5,5,5,5,5,1,1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,-1,1,-1,1,0.0,b45_55,US,Doctorate,Female
54,67ed8470c3602df172cbe1b3,1,4,2025-06-19T16:54:31.196053+00:00,4,3,4,5,4,4,4,4,4,1,1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,1,-1,1,5,,b45_55,GB,High_school,Male
54,67ed8470c3602df172cbe1b3,2,3,2025-06-21T19:25:28.159579+00:00,4,3,4,4,3,4,4,4,4,1,1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,1,-1,1,4,25.0,b45_55,GB,High_school,Male
55,684a06985e0c564793afd148,1,5,2025-06-19T16:59:19.815893+00:00,5,5,5,5,5,5,5,5,2,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,-1,1,1,6,,b45_55,US,MSc,Male
55,684a06985e0c564793afd148,2,5,2025-06-21T18:38:11.879395+00:00,5,3,5,4,4,5,5,5,3,-1,1,daily,social,"internet,smartphone,tablet,streaming",-1,1,-1,1,-1,1,1,-1,-1,-1,6,33.3,b45_55,US,MSc,Male
56,663765ad2bdf17e0c60a3637,1,3,2025-06-19T16:56:52.451513+00:00,3,3,3,4,5,2,4,4,1,1,1,weekly,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,-1,-1,-1,5,,over_55,US,MSc,Male
56,663765ad2bdf17e0c60a3637,2,4,2025-06-21T19:04:39.513087+00:00,4,3,4,5,4,4,5,4,2,1,1,weekly,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,-1,-1,1,3,33.3,over_55,US,MSc,Male
57,683108f40c2c10cfb2a2e783,1,5,2025-06-19T16:59:04.235513+00:00,5,1,5,5,5,5,5,5,1,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,19,,b25_35,US,BA,Male
57,683108f40c2c10cfb2a2e783,2,5,2025-06-21T18:38:05.949501+00:00,5,5,5,2,3,5,5,5,3,1,1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,1,1,1,32,40.6,b25_35,US,BA,Male
58,67ea62e9718f553d22141a4f,1,4,2025-06-19T17:00:05.307093+00:00,4,2,5,4,5,5,4,4,1,-1,-1,daily,social,"internet,smartphone",1,1,1,1,1,1,1,-1,1,-1,5,,b25_35,US,BA,Female
58,67ea62e9718f553d22141a4f,2,5,2025-06-21T19:16:09.908753+00:00,4,4,4,4,5,4,5,5,2,-1,-1,daily,social,"internet,smartphone",1,1,1,1,1,1,1,-1,1,-1,1,100.0,b25_35,US,BA,Female
61,68489f48016e67a66dd7c900,1,4,2025-06-19T17:05:04.987997+00:00,4,2,4,4,3,4,4,4,3,1,1,daily,social,"internet,smartphone,tablet,streaming",-1,1,1,1,1,1,1,1,-1,1,6,,b18_24,US,Doctorate,Male
61,68489f48016e67a66dd7c900,2,5,2025-06-21T18:23:46.489367+00:00,5,3,5,4,5,5,5,5,3,1,1,daily,social,"internet,smartphone,tablet",-1,1,1,1,1,1,1,1,-1,1,5,20.0,b18_24,US,Doctorate,Male
62,682e4a107e47a4b126794cdb,1,4,2025-06-19T17:03:27.372044+00:00,4,5,5,5,4,5,5,4,4,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,-1,1,1,7,,b35_45,AS,Doctorate,Female
62,682e4a107e47a4b126794cdb,2,5,2025-06-21T18:44:46.396179+00:00,5,3,5,5,5,5,5,5,4,1,-1,weekly,social,"internet,smartphone",1,-1,1,1,1,-1,1,-1,-1,-1,3,66.7,b35_45,AS,Doctorate,Female
63,683ccbb27c69b30c09975030,1,2,2025-06-19T17:01:36.946263+00:00,3,3,4,3,2,3,2,2,3,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,-1,1,1,11,,b25_35,US,BA,Female
63,683ccbb27c69b30c09975030,2,3,2025-06-21T18:46:06.304223+00:00,3,2,3,3,3,3,2,2,4,1,1,weekly,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,-1,1,1,5,20.0,b25_35,US,BA,Female
64,60719da557d8241609b26e83,1,2,2025-06-19T17:07:48.338786+00:00,3,3,4,5,5,3,4,4,2,1,-1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,5,,b35_45,ZA,MSc,Female
64,60719da557d8241609b26e83,2,4,2025-06-21T18:31:04.470350+00:00,4,3,5,3,3,5,5,4,4,1,-1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,1,0.0,b35_45,ZA,MSc,Female
65,674620795259ea182ac1e2b5,1,3,2025-06-19T17:05:14.666103+00:00,3,3,4,4,4,4,4,3,2,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,6,,b25_35,GB,MSc,Male
65,674620795259ea182ac1e2b5,2,4,2025-06-21T20:02:53.643875+00:00,4,3,4,4,4,4,4,4,2,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,8,12.5,b25_35,GB,MSc,Male
66,6786682cfe5424ad10237085,1,4,2025-06-19T17:05:47.762975+00:00,5,4,4,4,4,5,5,4,3,-1,1,daily,tv,"internet,smartphone",1,1,-1,1,-1,-1,-1,-1,-1,1,5,,over_55,GB,High_school,Male
66,6786682cfe5424ad10237085,2,2,2025-06-21T19:46:05.673697+00:00,2,4,3,4,4,4,3,2,4,-1,1,daily,tv,"internet,smartphone,streaming",1,1,-1,-1,-1,1,-1,-1,-1,1,6,66.7,over_55,GB,High_school,Male
67,66727aa65bcbc9219073d587,1,5,2025-06-19T17:05:32.635525+00:00,5,4,4,5,5,4,5,5,3,1,1,daily,social,"internet,streaming",-1,-1,1,-1,1,1,1,-1,-1,1,5,,b45_55,US,BA,Female
67,66727aa65bcbc9219073d587,2,4,2025-06-21T18:51:12.356038+00:00,4,2,4,5,4,3,5,5,2,1,1,daily,tv,"internet,streaming",-1,-1,1,1,1,-1,-1,-1,-1,1,5,40.0,b45_55,US,BA,Female
68,6845d42a5aebdf296a97dbd5,1,5,2025-06-19T17:10:51.206151+00:00,5,5,5,4,4,5,5,5,5,1,1,daily,tv,smartphone,1,1,1,1,1,1,1,1,1,1,5,,over_55,US,Doctorate,Male
68,6845d42a5aebdf296a97dbd5,2,5,2025-06-21T18:34:24.705335+00:00,5,4,5,3,5,5,5,5,1,1,-1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,-1,5,60.0,over_55,US,Doctorate,Male
69,68487fc572a26ca71598caa1,1,5,2025-06-19T17:11:41.522676+00:00,5,4,5,4,5,4,5,4,5,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,6,,b35_45,US,Doctorate,Female
69,68487fc572a26ca71598caa1,2,5,2025-06-21T19:08:43.489344+00:00,4,5,5,5,4,5,5,5,5,1,1,daily,social,"internet,smartphone,tablet",1,1,1,1,1,1,1,1,1,1,1,0.0,b35_45,US,Doctorate,Female
70,6851a35f34f09d439159773c,1,3,2025-06-19T17:08:20.431561+00:00,4,5,4,4,4,3,4,4,4,-1,-1,weekly,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,7,,b18_24,US,Doctorate,Female
70,6851a35f34f09d439159773c,2,4,2025-06-23T12:59:31.613132+00:00,4,4,4,4,4,4,4,4,3,-1,-1,monthly,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,-1,5,100.0,b18_24,US,Doctorate,Female
